Bug-ID,AOR-Revealing,AOR-Non-Revealing,AOR-No-Coverage,LOR-Revealing,LOR-Non-Revealing,LOR-No-Coverage,COR-Revealing,COR-Non-Revealing,COR-No-Coverage,ROR-Revealing,ROR-Non-Revealing,ROR-No-Coverage,SOR-Revealing,SOR-Non-Revealing,SOR-No-Coverage,ORU-Revealing,ORU-Non-Revealing,ORU-No-Coverage,EVR-Revealing,EVR-Non-Revealing,EVR-No-Coverage,LVR-Revealing,LVR-Non-Revealing,LVR-No-Coverage,STD-Revealing,STD-Non-Revealing,STD-No-Coverage
Codec-17f,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
Codec-18f,0,0,0,0,0,0,2,8,2,2,9,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Codec-3f,29,518,37,0,0,0,19,334,83,7,179,77,0,0,0,0,0,0,0,0,0,23,600,57,1,186,4
Codec-4f,0,110,22,0,30,0,0,72,12,0,103,38,0,26,12,0,0,0,0,0,0,3,422,61,0,75,5
Codec-6f,0,8,0,0,0,0,0,12,6,0,25,9,0,0,0,0,0,0,0,0,0,0,41,10,0,3,2
Codec-7f,0,111,25,0,30,0,0,73,15,0,98,47,0,26,12,0,0,0,0,0,0,1,359,126,0,74,7
Codec-9f,6,86,48,0,30,0,1,65,20,1,82,56,0,22,12,0,0,0,0,0,0,0,325,151,0,64,9
Compress-11f,0,0,0,0,0,0,0,33,3,1,6,1,0,0,0,0,0,0,0,0,0,2,6,0,0,6,3
Compress-14f,0,116,12,0,14,0,0,20,4,0,79,14,0,8,0,0,0,0,0,0,0,0,81,7,0,26,1
Compress-15f,0,0,0,0,6,2,0,65,11,0,53,12,0,3,1,0,0,0,0,0,0,0,49,5,0,49,6
Compress-16f,0,0,0,0,0,0,1,34,3,0,6,2,0,0,0,0,0,0,0,0,0,0,6,2,0,6,2
Compress-17f,1,170,25,0,12,0,1,47,14,1,119,33,0,8,2,0,4,0,0,0,0,2,141,24,0,37,10
Compress-18f,0,29,19,0,2,0,0,28,18,0,54,21,0,0,0,0,0,0,0,0,0,0,44,26,0,55,27
Compress-19f,0,67,1,0,0,0,0,22,2,1,34,3,0,0,0,0,0,0,0,0,0,0,50,2,0,36,8
Compress-1f,6,37,9,2,0,8,0,13,1,3,33,25,0,0,0,0,0,0,0,0,0,21,102,48,20,56,11
Compress-24f,0,165,23,0,12,0,0,43,15,0,110,37,0,8,2,0,4,0,0,0,0,0,135,22,0,37,8
Compress-27f,0,178,10,0,12,0,1,42,15,1,114,29,0,8,2,0,4,0,0,0,0,0,138,19,0,38,7
Compress-2f,7,4,5,0,0,2,1,2,3,5,36,36,0,0,0,0,0,0,0,0,0,1,86,15,3,10,2
Compress-31f,0,171,17,0,12,0,0,41,17,0,106,35,0,6,4,0,3,1,0,0,0,0,128,27,0,35,10
Compress-34f,0,32,4,0,0,0,0,6,2,0,5,2,0,0,0,0,0,0,0,0,0,2,31,4,0,23,3
Compress-35f,0,168,8,0,10,2,0,31,15,0,104,22,0,8,2,0,3,1,0,0,0,0,127,18,0,37,6
Compress-39f,0,16,4,0,0,0,0,8,2,0,36,14,0,0,0,0,0,0,0,0,0,0,37,3,0,7,1
Compress-3f,0,12,4,0,0,0,1,4,1,0,25,11,0,0,0,0,0,0,0,0,0,1,25,11,1,32,12
Compress-41f,0,3,169,0,0,2,2,24,148,1,20,211,0,0,2,0,0,0,0,0,0,0,21,191,0,6,121
Compress-42f,0,20,0,0,8,2,0,65,9,0,65,9,0,3,1,0,0,0,0,0,0,0,62,3,0,54,11
Compress-44f,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,11,1,0,2,0
Compress-45f,0,157,23,0,10,2,0,32,18,1,103,28,0,5,5,0,3,1,0,0,0,2,117,28,0,38,5
Compress-46f,0,36,4,0,22,2,1,80,3,1,41,6,0,0,0,0,6,0,0,0,0,0,68,15,0,41,8
Compress-47f,0,3,169,0,0,2,8,35,175,5,21,218,0,0,2,0,0,0,0,0,0,0,21,192,0,4,129
Compress-4f,0,18,66,0,0,4,8,51,63,1,81,112,0,0,2,0,0,0,0,0,0,6,106,157,35,122,128
Compress-6f,0,0,0,0,6,2,0,17,3,0,30,8,0,3,1,0,0,0,0,0,0,0,40,3,0,32,9
Compress-7f,0,83,5,0,6,0,0,14,4,1,42,11,0,4,0,0,0,0,0,0,0,0,43,1,0,17,2
Compress-8f,0,97,7,0,6,0,1,17,4,5,56,8,0,4,0,0,0,0,0,0,0,2,54,2,0,23,1
Compress-9f,0,12,4,0,0,0,0,14,4,0,27,9,0,0,0,0,0,0,0,0,0,0,26,13,2,31,14
Csv-10f,0,32,0,0,0,0,0,56,14,0,75,17,0,0,0,0,0,0,0,0,0,0,28,0,1,58,5
Csv-11f,0,0,0,0,0,0,2,22,4,1,15,4,0,0,0,0,0,0,0,0,0,0,5,0,0,30,3
Csv-12f,0,14,74,0,0,0,0,66,8,0,62,1,0,0,0,0,0,0,0,0,0,1,32,26,0,18,11
Csv-13f,0,38,94,0,0,0,0,119,33,1,141,29,0,0,0,0,0,0,0,0,0,0,67,35,0,82,19
Csv-14f,0,38,90,0,0,0,0,107,49,0,133,51,0,0,0,0,0,0,0,0,0,0,74,47,0,45,2
Csv-2f,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Csv-3f,0,8,0,0,0,0,3,28,5,0,39,7,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0
Csv-4f,0,0,0,0,0,0,0,12,0,1,14,5,0,0,0,0,0,0,0,0,0,0,5,0,0,32,2
Csv-5f,0,29,3,0,0,0,0,46,24,2,63,26,0,0,0,0,0,0,0,0,0,0,27,1,0,58,5
Csv-6f,0,0,0,0,0,0,0,4,0,2,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
Csv-7f,0,0,0,0,0,0,1,13,0,0,15,4,0,0,0,0,0,0,0,0,0,0,5,0,0,32,2
Csv-8f,0,14,74,0,0,0,1,65,8,0,62,1,0,0,0,0,0,0,0,0,0,0,30,26,0,17,11
Csv-9f,0,0,0,0,0,0,0,12,0,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Gson-12f,0,34,38,0,0,0,0,35,5,3,31,19,0,0,0,0,0,0,0,0,0,2,53,29,0,37,14
Gson-2f,0,0,0,0,0,0,1,56,7,0,57,10,0,0,0,0,0,0,0,0,0,0,28,0,0,84,23
Gson-4f,0,233,59,0,0,0,3,170,67,7,425,152,0,0,0,0,4,0,0,0,0,0,199,57,0,263,39
Gson-7f,0,211,53,0,0,0,2,164,46,4,419,99,0,0,0,0,4,0,0,0,0,0,163,46,3,192,29
Gson-9f,0,38,2,0,0,0,0,104,34,0,113,41,0,0,0,0,0,0,0,0,0,0,69,16,0,188,30
JacksonCore-12f,8,281,139,0,243,161,0,423,421,1,1007,1370,0,109,57,0,2,0,0,0,0,2,918,541,4,675,528
JacksonCore-14f,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,8
JacksonCore-15f,0,0,0,0,0,0,6,73,31,2,52,50,0,0,0,0,0,0,0,0,0,0,14,7,0,57,54
JacksonCore-16f,0,4,0,0,0,0,0,10,2,0,6,2,0,0,0,0,0,0,0,0,0,1,8,0,2,10,0
JacksonCore-17f,9,149,122,0,60,72,3,61,50,7,299,332,2,43,45,0,0,0,0,0,0,8,293,225,2,308,133
JacksonCore-18f,7,304,261,0,112,104,2,140,90,6,493,741,0,82,80,1,3,2,0,0,0,7,536,496,3,610,307
JacksonCore-1f,0,209,11,0,0,0,3,32,31,4,156,116,0,3,3,0,2,0,0,0,0,1,159,59,0,97,39
JacksonCore-20f,0,16,0,0,2,6,0,8,2,0,29,7,0,2,0,0,0,2,0,0,0,0,29,5,1,81,17
JacksonCore-22f,0,0,0,0,0,0,13,79,32,4,60,44,0,0,0,0,0,0,0,0,0,1,19,5,3,59,52
JacksonCore-26f,4,92,36,0,220,112,0,75,113,0,516,591,0,77,23,0,0,0,0,0,0,0,645,260,4,383,185
JacksonCore-3f,2,121,57,0,197,159,0,168,128,0,408,609,0,80,54,1,1,0,0,0,0,0,589,415,2,310,321
JacksonCore-4f,3,49,0,0,0,0,0,27,1,1,114,20,1,3,4,0,0,0,0,0,0,2,114,25,1,103,12
JacksonCore-5f,0,4,0,0,0,0,0,20,8,0,54,21,0,0,0,0,0,0,0,0,0,0,37,4,0,10,0
JacksonCore-7f,0,0,0,0,0,0,1,5,0,0,23,5,0,0,0,0,0,0,0,0,0,0,14,1,0,27,4
JacksonCore-8f,0,52,0,0,0,0,1,27,2,1,117,24,0,4,4,0,0,0,0,0,0,0,110,37,0,99,19
JacksonDatabind-100f,0,0,0,0,0,0,0,32,8,0,18,3,0,0,0,0,0,0,0,0,0,0,15,2,0,24,5
JacksonDatabind-102f,0,0,0,0,0,0,0,20,12,0,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7
JacksonDatabind-105f,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
JacksonDatabind-106f,0,0,0,0,0,0,2,36,6,0,18,3,0,0,0,0,0,0,0,0,0,0,16,1,2,27,2
JacksonDatabind-108f,0,0,0,0,0,0,0,23,31,0,40,33,0,0,0,0,0,0,0,0,0,0,6,32,0,10,46
JacksonDatabind-111f,0,0,0,0,0,0,0,5,29,0,10,28,0,0,0,0,0,0,0,0,0,0,1,0,0,20,37
JacksonDatabind-11f,0,0,0,0,0,0,0,53,7,0,73,34,0,0,0,0,0,0,0,0,0,0,80,6,0,28,7
JacksonDatabind-12f,0,0,4,0,0,0,4,43,49,0,26,26,0,0,0,0,0,0,0,0,0,0,0,6,0,13,51
JacksonDatabind-13f,0,0,0,0,0,0,0,9,9,1,17,2,0,0,0,0,0,0,0,0,0,0,1,1,0,13,3
JacksonDatabind-16f,0,0,0,0,0,0,0,22,6,0,10,4,0,0,0,0,0,0,0,0,0,0,4,2,0,5,0
JacksonDatabind-25f,0,23,1,0,0,0,0,231,163,0,162,115,0,0,0,0,0,0,0,0,0,0,82,35,0,125,43
JacksonDatabind-38f,0,0,0,0,0,0,2,11,7,2,23,10,0,0,0,0,0,0,0,0,0,2,28,6,0,11,0
JacksonDatabind-3f,0,0,0,0,0,0,0,6,6,4,1,13,0,0,0,0,0,0,0,0,0,4,2,4,3,0,11
JacksonDatabind-44f,0,0,0,0,0,0,0,11,5,0,18,9,0,0,0,0,0,0,0,0,0,0,21,5,0,11,0
JacksonDatabind-46f,0,0,0,0,0,0,0,2,0,0,13,1,0,0,0,0,0,0,0,0,0,1,15,1,4,3,0
JacksonDatabind-70f,0,108,16,0,4,0,0,48,8,0,49,34,0,31,13,0,0,0,0,0,0,0,117,20,1,45,6
JacksonDatabind-72f,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
JacksonDatabind-84f,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,1
JacksonDatabind-86f,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0
JacksonDatabind-88f,0,0,0,0,0,0,1,8,7,0,4,7,0,0,0,0,0,0,0,0,0,0,2,6,0,2,4
JacksonDatabind-8f,0,0,0,0,2,0,2,20,14,0,21,11,0,2,0,0,0,0,0,0,0,1,28,6,0,17,15
JacksonDatabind-90f,0,0,0,0,0,0,1,31,44,0,25,14,0,0,0,0,0,0,0,0,0,0,8,6,0,2,30
JacksonDatabind-95f,0,0,4,0,0,0,0,64,34,0,65,45,0,0,0,0,0,0,0,0,0,0,52,9,0,27,8
JacksonDatabind-97f,0,0,0,0,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0
JacksonDatabind-99f,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,0,0,0,0,0,0,1,10,2,4,4,0
Jsoup-12f,0,0,0,0,0,0,1,76,9,2,4,3,0,0,0,0,0,0,0,0,0,0,6,2,2,30,9
Jsoup-16f,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
Jsoup-18f,0,0,0,0,0,0,0,62,12,0,69,12,0,0,0,0,0,0,0,0,0,0,23,1,1,12,3
Jsoup-1f,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2
Jsoup-21f,0,0,0,0,0,0,0,66,4,0,14,10,0,0,0,0,0,0,0,0,0,0,16,4,0,58,18
Jsoup-22f,0,54,22,0,0,0,0,91,15,0,66,26,0,0,0,0,0,0,0,0,0,0,89,25,0,151,48
Jsoup-26f,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0
Jsoup-29f,0,4,0,0,0,0,0,6,0,0,15,3,0,0,0,0,0,0,0,0,0,0,11,2,0,30,6
Jsoup-2f,0,12,0,0,0,0,0,53,13,0,16,10,0,0,0,0,0,0,0,0,0,0,29,4,1,42,9
Jsoup-30f,0,0,0,0,0,0,0,8,0,0,3,2,0,0,0,0,0,0,0,0,0,0,6,0,4,15,0
Jsoup-36f,0,0,0,0,0,0,0,12,18,0,10,18,0,0,0,0,0,0,0,0,0,1,10,13,1,9,10
Jsoup-40f,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Jsoup-41f,3,28,9,0,0,0,2,103,15,1,43,20,0,0,0,0,0,0,0,0,0,1,59,13,0,73,15
Jsoup-46f,0,1,3,0,0,0,0,27,5,1,6,3,0,0,0,0,0,0,0,0,0,0,24,6,0,26,0
Jsoup-47f,0,0,4,0,0,0,1,26,7,1,7,3,0,0,0,0,0,0,0,0,0,0,22,8,0,24,2
Jsoup-50f,0,0,0,0,0,0,0,28,44,0,13,62,0,0,0,0,0,0,0,0,0,0,19,71,0,14,16
Jsoup-52f,2,10,0,0,0,0,10,36,50,2,23,63,0,0,0,0,0,0,0,0,0,3,36,70,6,32,22
Jsoup-54f,0,0,0,0,0,0,1,7,4,0,2,2,0,0,0,0,0,0,0,0,0,0,3,4,0,11,5
Jsoup-57f,0,0,0,0,0,0,1,16,3,0,20,2,0,0,0,0,0,0,0,0,0,0,14,5,1,21,3
Jsoup-59f,0,0,0,0,0,0,0,11,1,1,24,5,0,0,0,0,0,0,0,0,0,1,19,6,0,42,19
Jsoup-5f,0,12,0,0,0,0,0,60,14,1,17,8,0,0,0,0,0,0,0,0,0,0,33,3,0,45,10
Jsoup-60f,0,12,0,0,0,0,4,178,30,3,56,27,0,0,0,0,0,0,0,0,0,1,64,42,5,101,26
Jsoup-63f,0,76,8,0,0,0,2,143,51,0,96,38,0,0,0,0,0,0,0,0,0,0,148,28,1,111,53
Jsoup-77f,0,12,0,0,0,0,0,13,5,0,6,5,0,0,0,0,0,0,0,0,0,0,12,5,0,22,1
Jsoup-79f,0,0,0,0,0,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,5
Jsoup-7f,0,4,0,0,0,0,1,5,0,2,13,3,0,0,0,0,0,0,0,0,0,0,12,1,2,25,3
Jsoup-80f,0,12,0,0,0,0,0,14,4,1,8,5,0,0,0,0,0,0,0,0,0,1,15,3,0,22,1
Jsoup-83f,0,83,9,0,2,0,1,145,100,1,175,97,0,0,0,0,0,0,0,0,0,0,71,48,0,208,450
Jsoup-86f,0,4,0,0,0,0,0,9,1,0,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0
Jsoup-88f,2,0,6,0,0,0,0,25,5,1,18,10,0,0,0,0,0,0,0,0,0,0,6,11,0,17,3
Jsoup-89f,0,2,6,0,0,0,0,29,1,1,19,9,0,0,0,0,0,0,0,0,0,0,6,11,0,18,3
Jsoup-8f,0,26,10,0,0,0,0,6,2,2,18,3,0,0,0,0,0,0,0,0,0,0,19,11,0,40,14
Jsoup-93f,0,0,0,0,0,0,1,13,6,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4
JxPath-10f,0,0,0,0,0,0,0,13,1,0,5,1,0,0,0,0,0,0,0,0,0,0,19,0,0,1,6
JxPath-12f,0,20,4,0,0,0,2,79,27,1,136,49,0,0,0,0,0,0,0,0,0,0,70,12,0,57,16
JxPath-13f,0,16,8,0,0,0,2,77,59,0,101,101,0,0,0,0,0,0,0,0,0,0,50,36,0,56,30
JxPath-14f,4,24,4,0,0,0,5,38,13,3,82,40,0,0,0,0,0,0,0,0,0,1,168,15,2,47,21
JxPath-16f,0,34,10,0,0,0,0,146,70,0,182,103,0,0,0,0,0,0,0,0,0,2,130,47,0,106,42
JxPath-18f,0,8,0,0,0,0,0,6,0,1,10,0,0,0,0,0,0,0,0,0,0,0,13,0,2,8,1
JxPath-20f,0,0,0,0,0,0,1,14,1,0,5,1,0,0,0,0,0,0,0,0,0,1,17,1,0,1,6
JxPath-21f,0,4,4,0,0,0,0,21,7,0,23,15,0,0,0,0,0,0,0,0,0,2,8,3,0,9,1
JxPath-22f,0,12,4,0,0,0,0,85,31,0,126,50,0,0,0,0,0,0,0,0,0,0,62,7,0,58,14
JxPath-4f,0,40,8,0,0,0,3,145,58,0,193,77,0,0,0,0,0,0,0,0,0,1,151,25,0,122,20
JxPath-5f,0,24,8,0,0,0,0,63,11,0,73,9,0,0,0,0,0,0,0,0,0,0,50,8,0,25,3
